class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Avancar,0.2929287552833557,0.8539144992828369,3.4699834827733866e-07,0.3463691473007202,0.8278642296791077,-0.025287926197052002,0.38223767280578613,0.7644520998001099,-0.032249365001916885,0.3978709578514099,0.7020271420478821,-0.03698836266994476,0.39362919330596924,0.6512336730957031,-0.04177737236022949,0.35550937056541443,0.6667625904083252,-0.014878127723932266,0.3640698790550232,0.5864503383636475,-0.03007461503148079,0.36735740303993225,0.5362956523895264,-0.04434802383184433,0.3685809373855591,0.49221688508987427,-0.05471354350447655,0.3234468102455139,0.6573412418365479,-0.013747362419962883,0.33172622323036194,0.5702545642852783,-0.02760404162108898,0.33667081594467163,0.5124224424362183,-0.042320042848587036,0.3396560251712799,0.4651358425617218,-0.05296160280704498,0.29127237200737,0.663774847984314,-0.016180800274014473,0.2980273962020874,0.5806057453155518,-0.030682770535349846,0.30608314275741577,0.5270842909812927,-0.04280500486493111,0.3126542568206787,0.48273947834968567,-0.05084739997982979,0.25678783655166626,0.6819687485694885,-0.021061891689896584,0.2629276514053345,0.6157177090644836,-0.03609030693769455,0.2713877558708191,0.573819100856781,-0.043869055807590485,0.2810847759246826,0.5366945266723633,-0.04843304678797722
Avancar,0.2914765477180481,0.8583928942680359,3.4082592037520953e-07,0.3461935520172119,0.8286888599395752,-0.024746952578425407,0.38237518072128296,0.7625271677970886,-0.030882295221090317,0.3943313956260681,0.7008700966835022,-0.035104651004076004,0.3909605145454407,0.6509105563163757,-0.03895723447203636,0.35545438528060913,0.6640451550483704,-0.012633678503334522,0.36449241638183594,0.5849459767341614,-0.027915101498365402,0.3670792579650879,0.5346646308898926,-0.041722483932971954,0.36820292472839355,0.49128860235214233,-0.0513656921684742,0.32366088032722473,0.6555103063583374,-0.011815846897661686,0.33135345578193665,0.567918062210083,-0.025114333257079124,0.3349524736404419,0.5094164609909058,-0.03859732300043106,0.33828499913215637,0.4613792300224304,-0.04824698343873024,0.29233336448669434,0.6618399620056152,-0.014802681282162666,0.2986293137073517,0.5793174505233765,-0.028383245691657066,0.3055702745914459,0.5248440504074097,-0.03917938098311424,0.31274691224098206,0.4801312983036041,-0.046234130859375,0.25896531343460083,0.6796795129776001,-0.020457053557038307,0.2630307674407959,0.6147705316543579,-0.033933598548173904,0.26976341009140015,0.5717432498931885,-0.04057707637548447,0.2780809998512268,0.5323731899261475,-0.04439444839954376
Avancar,0.29035574197769165,0.8612325191497803,3.3124695164588047e-07,0.34625545144081116,0.8313986659049988,-0.025218624621629715,0.38428112864494324,0.7609547972679138,-0.030996182933449745,0.3956584632396698,0.6970797777175903,-0.034771498292684555,0.3893042206764221,0.6482784748077393,-0.03798212856054306,0.35700199007987976,0.6639453768730164,-0.011631788685917854,0.3657136559486389,0.5835617780685425,-0.026488903909921646,0.3672950267791748,0.5323178768157959,-0.04015389829874039,0.3673410713672638,0.488528311252594,-0.04986388981342316,0.324554979801178,0.6549756526947021,-0.010539368726313114,0.3321780562400818,0.5664750933647156,-0.023697467520833015,0.33563169836997986,0.5067957043647766,-0.03699615225195885,0.33835819363594055,0.4588891863822937,-0.04658110439777374,0.2929306626319885,0.6609827280044556,-0.013445045799016953,0.2988201379776001,0.5777599215507507,-0.026917483657598495,0.30575910210609436,0.5225747227668762,-0.037530042231082916,0.3124779462814331,0.4787747263908386,-0.044528521597385406,0.25984421372413635,0.67839515209198,-0.019162310287356377,0.26375812292099,0.6130207777023315,-0.032557666301727295,0.2706485390663147,0.5695944428443909,-0.03929051011800766,0.27921655774116516,0.5305727124214172,-0.0433000884950161
Avancar,0.2909559905529022,0.8617358207702637,3.1623756058252184e-07,0.3456282615661621,0.8313537836074829,-0.026002073660492897,0.3838794231414795,0.763218879699707,-0.03256892412900925,0.39484143257141113,0.6994472146034241,-0.03714071586728096,0.38959091901779175,0.6488478183746338,-0.04131880775094032,0.3559833765029907,0.6636583209037781,-0.01272791251540184,0.3644053637981415,0.5833731293678284,-0.028289152309298515,0.366012305021286,0.5326452255249023,-0.04252627119421959,0.3666069209575653,0.48872309923171997,-0.052726421505212784,0.3242199718952179,0.6553632616996765,-0.011745353229343891,0.3314245641231537,0.5669456720352173,-0.025707749649882317,0.3339047431945801,0.5075419545173645,-0.04010803624987602,0.3362445831298828,0.4589047431945801,-0.05074210837483406,0.2929239869117737,0.6618410348892212,-0.014799769036471844,0.2992721199989319,0.5784618854522705,-0.029340922832489014,0.30545443296432495,0.5234932899475098,-0.041090842336416245,0.31156620383262634,0.47907692193984985,-0.049017082899808884,0.25922155380249023,0.6799075603485107,-0.02063484489917755,0.26339027285575867,0.6147406697273254,-0.03501236066222191,0.2700331509113312,0.5713464617729187,-0.04253832623362541,0.2781195044517517,0.5315403342247009,-0.047242362052202225
Avancar,0.2904227674007416,0.8627756237983704,3.274927280472184e-07,0.34586095809936523,0.8313558101654053,-0.02605617046356201,0.382832795381546,0.7639790177345276,-0.0335904024541378,0.39455267786979675,0.7007810473442078,-0.039176199585199356,0.3903401494026184,0.6491372585296631,-0.04451942816376686,0.35590794682502747,0.66676926612854,-0.015406770631670952,0.36536967754364014,0.5864273309707642,-0.032509155571460724,0.3674970865249634,0.5355143547058105,-0.0474676750600338,0.3681228756904602,0.4907195568084717,-0.05818655714392662,0.3242284953594208,0.6576391458511353,-0.014959707856178284,0.33275070786476135,0.5685756206512451,-0.0307660773396492,0.33625364303588867,0.5087835788726807,-0.04589381814002991,0.3392467796802521,0.45900243520736694,-0.056951701641082764,0.29260432720184326,0.6640123128890991,-0.0184628963470459,0.29956093430519104,0.5797369480133057,-0.03465023264288902,0.3060668110847473,0.5235927700996399,-0.0471658892929554,0.3124344050884247,0.4773601293563843,-0.055486857891082764,0.2591848373413086,0.6820686459541321,-0.024658750742673874,0.26471245288848877,0.6162254214286804,-0.04055532440543175,0.2715733051300049,0.571948766708374,-0.04902898147702217,0.2795012891292572,0.5313966274261475,-0.0543370395898819
Avancar,0.2899046838283539,0.8642714023590088,3.292399526344525e-07,0.34583866596221924,0.8329939246177673,-0.026197073981165886,0.3839932680130005,0.7636984586715698,-0.032561294734478,0.39521828293800354,0.7002807259559631,-0.03709081560373306,0.39015883207321167,0.6493368744850159,-0.04120249301195145,0.3564293086528778,0.6653202772140503,-0.011407812125980854,0.36546191573143005,0.5850356221199036,-0.02744256891310215,0.36728349328041077,0.5334352850914001,-0.042247094213962555,0.3678979277610779,0.48854705691337585,-0.052921362221241,0.3241860270500183,0.6564837098121643,-0.010556853376328945,0.3323279023170471,0.5689230561256409,-0.02521641179919243,0.33544784784317017,0.5088266730308533,-0.040339723229408264,0.33834952116012573,0.45919811725616455,-0.051453713327646255,0.2923179864883423,0.6630765199661255,-0.013980919495224953,0.2991620600223541,0.5800443887710571,-0.02933689020574093,0.3055904805660248,0.5245288014411926,-0.041759274899959564,0.3118319511413574,0.4791489541530609,-0.05003128573298454,0.2585334777832031,0.6814826130867004,-0.02024795673787594,0.263923317193985,0.6160587072372437,-0.035462722182273865,0.2704865336418152,0.5718311071395874,-0.04377172887325287,0.2781807482242584,0.5308312773704529,-0.04900975152850151
Avancar,0.2913200557231903,0.8616684675216675,3.2948466355264827e-07,0.34596872329711914,0.8301090002059937,-0.026398468762636185,0.3837336301803589,0.7637948393821716,-0.03426501154899597,0.394675076007843,0.7010691165924072,-0.040126554667949677,0.3905913531780243,0.6499015092849731,-0.04556553065776825,0.3562065660953522,0.6664532423019409,-0.015447013080120087,0.36522403359413147,0.5852019786834717,-0.03233712911605835,0.36749470233917236,0.5345378518104553,-0.047179169952869415,0.3686072528362274,0.4897787570953369,-0.05776533484458923,0.3244355022907257,0.6574521064758301,-0.014748066663742065,0.3322784900665283,0.5678324699401855,-0.03016025200486183,0.3357428312301636,0.508679211139679,-0.04505861550569534,0.33909258246421814,0.4592773914337158,-0.05601019784808159,0.29315924644470215,0.6638224124908447,-0.01797451451420784,0.29939794540405273,0.5794663429260254,-0.03363867476582527,0.30563807487487793,0.5241361856460571,-0.045677460730075836,0.3118792176246643,0.47875916957855225,-0.05369970574975014,0.2604372799396515,0.681899905204773,-0.023959962651133537,0.2651522159576416,0.6158026456832886,-0.039097320288419724,0.27134981751441956,0.5718396306037903,-0.04699896648526192,0.2785426080226898,0.5315459966659546,-0.05193959176540375
Avancar,0.2910787761211395,0.8623812794685364,3.354283535372815e-07,0.347093790769577,0.8309463262557983,-0.026424555107951164,0.3850325345993042,0.7628113031387329,-0.03372836112976074,0.39619964361190796,0.6985755562782288,-0.03895547613501549,0.391613632440567,0.6468231678009033,-0.0438276007771492,0.3567562699317932,0.6660476922988892,-0.015130465850234032,0.36586934328079224,0.5851138234138489,-0.031946469098329544,0.3681468367576599,0.533623218536377,-0.046724606305360794,0.36884400248527527,0.4882892072200775,-0.05725499987602234,0.32472720742225647,0.6571627855300903,-0.014310992322862148,0.3336917757987976,0.5681454539299011,-0.029543081298470497,0.3372897803783417,0.5080918073654175,-0.04424724355340004,0.34037405252456665,0.458082914352417,-0.054960835725069046,0.2931406497955322,0.6637404561042786,-0.017472393810749054,0.3008039593696594,0.5799881815910339,-0.03287449851632118,0.3072344958782196,0.5241581201553345,-0.04469718039035797,0.31351783871650696,0.47789114713668823,-0.05257546901702881,0.25985974073410034,0.6818806529045105,-0.023430613800883293,0.2657626271247864,0.6158086657524109,-0.038577884435653687,0.272543728351593,0.5715875029563904,-0.046404339373111725,0.2804894745349884,0.5304667353630066,-0.05123155191540718
Avancar,0.28878316283226013,0.8628940582275391,3.318557446618797e-07,0.3449908196926117,0.8333275318145752,-0.02730533666908741,0.38352906703948975,0.7646393179893494,-0.034172967076301575,0.39611393213272095,0.700007438659668,-0.03872312977910042,0.39191627502441406,0.6489607095718384,-0.0428638681769371,0.3572850525379181,0.6648507118225098,-0.013982427306473255,0.3660631477832794,0.5834078788757324,-0.029682034626603127,0.3680758476257324,0.5322532653808594,-0.0441579595208168,0.36897560954093933,0.4876275956630707,-0.054659537971019745,0.3253870904445648,0.6550753116607666,-0.012270491570234299,0.33360400795936584,0.565792977809906,-0.02630908228456974,0.3367961347103119,0.5065723061561584,-0.04110545292496681,0.3397347629070282,0.45769745111465454,-0.05211740732192993,0.2937415838241577,0.660881519317627,-0.01464943215250969,0.30097880959510803,0.5770837664604187,-0.029203305020928383,0.3074319660663605,0.5221800208091736,-0.04158369079232216,0.31363439559936523,0.4776129424571991,-0.05002754554152489,0.2600304186344147,0.6785112619400024,-0.019895538687705994,0.2648066282272339,0.6124642491340637,-0.03428543731570244,0.27137649059295654,0.5693265199661255,-0.042222220450639725,0.2791936993598938,0.5296061635017395,-0.04733382537961006
Avancar,0.29012882709503174,0.8611890077590942,3.083140711623855e-07,0.3464186191558838,0.8297209143638611,-0.025846149772405624,0.38505133986473083,0.7624900341033936,-0.03275424242019653,0.3966309428215027,0.6982076168060303,-0.037833597511053085,0.39205634593963623,0.646838903427124,-0.042747367173433304,0.3572573959827423,0.6654565334320068,-0.013998067006468773,0.36660444736480713,0.5842841863632202,-0.030698126181960106,0.36904069781303406,0.5330298542976379,-0.04560020565986633,0.37018850445747375,0.48807233572006226,-0.056363120675086975,0.3257187306880951,0.6561980247497559,-0.013597005978226662,0.3345085680484772,0.5666288733482361,-0.02894478105008602,0.33755484223365784,0.5061948299407959,-0.04432075470685959,0.3402021825313568,0.4558870494365692,-0.05570918321609497,0.29458731412887573,0.6622125506401062,-0.01714501343667507,0.3021799623966217,0.5778825879096985,-0.03282754123210907,0.3082680404186249,0.5218726992607117,-0.045358575880527496,0.3142341673374176,0.4754316508769989,-0.05388229712843895,0.26108020544052124,0.6804482936859131,-0.023433564230799675,0.26589828729629517,0.614638090133667,-0.03891095519065857,0.2722631096839905,0.5703988671302795,-0.04719718545675278,0.2796972692012787,0.5291568040847778,-0.0524941124022007
